,,,,,,,
Unbenannt,1,100.0,122.0,100.0,122.0,100.0,122.0
Unbenannt,1,132.66666666666666,120.0,132.66666666666666,120.0,132.66666666666666,120.0
Unbenannt,1,192.0,118.66666666666667,192.0,118.66666666666667,192.0,118.66666666666667
Unbenannt,1,234.66666666666666,140.66666666666666,234.66666666666666,140.66666666666666,234.66666666666666,140.66666666666666
Unbenannt,1,268.6666666666667,165.33333333333334,268.6666666666667,165.33333333333334,268.6666666666667,165.33333333333334
Unbenannt,1,313.3333333333333,129.33333333333334,313.3333333333333,129.33333333333334,313.3333333333333,129.33333333333334
Unbenannt,1,372.6666666666667,126.0,372.6666666666667,126.0,372.6666666666667,126.0
Unbenannt,1,429.3333333333333,60.0,429.3333333333333,60.0,429.3333333333333,60.0
Unbenannt,1,473.3333333333333,20.0,473.3333333333333,20.0,473.3333333333333,20.0
Unbenannt,1,458.6666666666667,81.33333333333333,458.6666666666667,81.33333333333333,458.6666666666667,81.33333333333333
Unbenannt,1,498.6666666666667,53.333333333333336,498.6666666666667,53.333333333333336,498.6666666666667,53.333333333333336
Unbenannt,1,477.3333333333333,130.0,477.3333333333333,130.0,477.3333333333333,130.0
Unbenannt,1,482.0,162.66666666666666,482.0,162.66666666666666,482.0,162.66666666666666
Unbenannt,1,492.0,217.33333333333334,492.0,217.33333333333334,492.0,217.33333333333334
Unbenannt,1,415.3333333333333,207.33333333333334,415.3333333333333,207.33333333333334,415.3333333333333,207.33333333333334
Unbenannt,1,369.3333333333333,192.0,369.3333333333333,192.0,369.3333333333333,192.0
Unbenannt,1,293.3333333333333,194.66666666666666,293.3333333333333,194.66666666666666,293.3333333333333,194.66666666666666
Unbenannt,1,226.66666666666666,203.33333333333334,226.66666666666666,203.33333333333334,226.66666666666666,203.33333333333334
Unbenannt,1,166.66666666666666,184.0,166.66666666666666,184.0,166.66666666666666,184.0
Unbenannt,1,150.66666666666666,229.33333333333334,150.66666666666666,229.33333333333334,150.66666666666666,229.33333333333334
Unbenannt,1,113.33333333333333,224.66666666666666,113.33333333333333,224.66666666666666,113.33333333333333,224.66666666666666
Unbenannt,1,114.0,283.3333333333333,114.0,283.3333333333333,114.0,283.3333333333333
Unbenannt,1,181.33333333333334,234.0,181.33333333333334,234.0,181.33333333333334,234.0
Unbenannt,1,215.33333333333334,228.66666666666666,215.33333333333334,228.66666666666666,215.33333333333334,228.66666666666666
Unbenannt,1,262.6666666666667,238.0,262.6666666666667,238.0,262.6666666666667,238.0
Unbenannt,1,223.33333333333334,286.0,223.33333333333334,286.0,223.33333333333334,286.0
Unbenannt,1,379.3333333333333,230.66666666666666,379.3333333333333,230.66666666666666,379.3333333333333,230.66666666666666
Unbenannt,1,440.6666666666667,272.6666666666667,440.6666666666667,272.6666666666667,440.6666666666667,272.6666666666667
Unbenannt,1,464.6666666666667,241.33333333333334,464.6666666666667,241.33333333333334,464.6666666666667,241.33333333333334
Unbenannt,1,498.0,291.3333333333333,498.0,291.3333333333333,498.0,291.3333333333333
Unbenannt,1,490.0,320.0,490.0,320.0,490.0,320.0
Unbenannt,1,410.0,308.0,410.0,308.0,410.0,308.0
Unbenannt,1,351.3333333333333,278.0,351.3333333333333,278.0,351.3333333333333,278.0
Unbenannt,1,357.3333333333333,318.0,357.3333333333333,318.0,357.3333333333333,318.0
Unbenannt,1,250.66666666666666,322.0,250.66666666666666,322.0,250.66666666666666,322.0
Unbenannt,1,214.66666666666666,338.0,214.66666666666666,338.0,214.66666666666666,338.0
Unbenannt,1,134.66666666666666,309.3333333333333,134.66666666666666,309.3333333333333,134.66666666666666,309.3333333333333
Unbenannt,1,170.66666666666666,344.6666666666667,170.66666666666666,344.6666666666667,170.66666666666666,344.6666666666667
Unbenannt,1,166.66666666666666,378.0,166.66666666666666,378.0,166.66666666666666,378.0
Unbenannt,1,166.0,428.0,166.0,428.0,166.0,428.0
Unbenannt,1,239.33333333333334,392.0,240.0,392.0,240.66666666666666,392.0
Unbenannt,1,244.66666666666666,428.0,244.66666666666666,428.0,244.66666666666666,428.0
Unbenannt,1,278.0,376.6666666666667,278.0,376.6666666666667,278.0,376.6666666666667
Unbenannt,1,318.0,387.3333333333333,318.0,387.3333333333333,318.0,387.3333333333333
Unbenannt,1,316.6666666666667,433.3333333333333,316.6666666666667,433.3333333333333,316.6666666666667,433.3333333333333
Unbenannt,1,393.3333333333333,352.6666666666667,393.3333333333333,352.6666666666667,393.3333333333333,352.6666666666667
Unbenannt,1,359.3333333333333,412.6666666666667,359.3333333333333,412.6666666666667,359.3333333333333,412.6666666666667
Unbenannt,1,422.6666666666667,387.3333333333333,422.6666666666667,387.3333333333333,422.6666666666667,387.3333333333333
Unbenannt,1,458.6666666666667,378.0,458.6666666666667,378.0,458.6666666666667,378.0
Unbenannt,1,490.6666666666667,394.6666666666667,490.6666666666667,394.6666666666667,490.6666666666667,394.6666666666667
Unbenannt,1,494.0,458.6666666666667,494.0,458.6666666666667,494.0,458.6666666666667
Unbenannt,1,430.6666666666667,420.6666666666667,430.6666666666667,420.6666666666667,430.6666666666667,420.6666666666667
Unbenannt,1,439.3333333333333,459.3333333333333,439.3333333333333,459.3333333333333,439.3333333333333,459.3333333333333
Unbenannt,1,350.6666666666667,475.3333333333333,350.6666666666667,475.3333333333333,350.6666666666667,475.3333333333333
Unbenannt,1,271.3333333333333,494.0,271.3333333333333,494.0,271.3333333333333,494.0
Unbenannt,1,229.33333333333334,499.3333333333333,229.33333333333334,499.3333333333333,229.33333333333334,499.3333333333333
Unbenannt,1,190.0,484.6666666666667,190.0,484.6666666666667,190.0,484.6666666666667
Unbenannt,1,148.0,460.0,148.0,460.0,148.0,460.0
Unbenannt,1,174.66666666666666,509.3333333333333,174.66666666666666,509.3333333333333,174.66666666666666,509.3333333333333
